"method","target","itempool_size","replication","rmse","overexposed","utilization_01","utilization_03","utilization_05","uniformity","max_spike","max_spike_1","max_spike_2","max_spike_3","max_spike_4","max_spike_5"
"multiple-objective","0.25","900",48,0.309451570687188,0,0.674444444444444,0.49,0.292222222222222,0.825502312096606,0.1617,0.410067873303167,0.231481481481481,0.199427480916031,0.214350180505415,0.419886363636364
"multiple-objective","0.25","900",49,0.312493121113281,0,0.673333333333333,0.49,0.29,0.82563470920687,0.1672,0.431959345002823,0.233241505968779,0.2,0.215155615696888,0.451233183856502
"multiple-objective","0.25","900",50,0.309085009112897,0,0.673333333333333,0.487777777777778,0.288888888888889,0.825503911240197,0.1748,0.37948717948718,0.223744292237443,0.198860939724727,0.211319032405294,0.444507683551508
"multiple-objective","0.25","900",51,0.316623018390847,0,0.674444444444444,0.483333333333333,0.29,0.827655409336311,0.1844,0.390572390572391,0.22746185852982,0.200675349734684,0.204636647347303,0.43588269120184
"multiple-objective","0.25","900",52,0.310741929856804,0,0.673333333333333,0.487777777777778,0.291111111111111,0.825450351983537,0.1651,0.399103139013453,0.218634686346863,0.19710843373494,0.210191082802548,0.433802816901408
"multiple-objective","0.25","900",53,0.307204373050837,0,0.675555555555556,0.487777777777778,0.291111111111111,0.828463105406165,0.1686,0.413773796192609,0.224584103512015,0.197292069632495,0.207598371777476,0.439864483342744
"multiple-objective","0.25","900",54,0.311058310502189,0,0.672222222222222,0.485555555555556,0.293333333333333,0.824944060145113,0.1731,0.412607449856734,0.221105527638191,0.196831493038886,0.208220415537489,0.449971735443754
"multiple-objective","0.25","900",55,0.311171120222989,0,0.673333333333333,0.486666666666667,0.291111111111111,0.82566112107304,0.1759,0.392078071182549,0.222776769509982,0.2,0.211370930765704,0.440496333897349
"multiple-objective","0.25","900",56,0.313008460835741,0,0.673333333333333,0.487777777777778,0.292222222222222,0.825072429193849,0.1742,0.420148826559817,0.224350205198358,0.19740009629273,0.208806173399909,0.439887640449438
"multiple-objective","0.25","900",57,0.310522727429953,0,0.675555555555556,0.485555555555556,0.292222222222222,0.82526114379788,0.1761,0.420403587443946,0.223616922361692,0.197876447876448,0.213285133303208,0.439887640449438
"multiple-objective","0.25","900",58,0.312132742583556,0,0.676666666666667,0.49,0.291111111111111,0.825931185319846,0.1736,0.40488358886996,0.220229885057471,0.19676036207718,0.215640906987506,0.415188470066519
"multiple-objective","0.25","900",59,0.308323088551778,0,0.674444444444444,0.486666666666667,0.292222222222222,0.828009174262314,0.1761,0.431063590320765,0.231837112447941,0.197418738049713,0.206974637681159,0.453461975028377
"multiple-objective","0.25","900",60,0.312508714590018,0,0.674444444444444,0.487777777777778,0.292222222222222,0.825575912363005,0.1634,0.402840909090909,0.225776965265082,0.198263386396527,0.21203830369357,0.460246360582307
"multiple-objective","0.25","900",61,0.311873428282482,0,0.675555555555556,0.487777777777778,0.291111111111111,0.828391690981649,0.1708,0.370412196499153,0.223653934652554,0.199420569773056,0.207885304659498,0.426126640045636
"multiple-objective","0.25","900",62,0.30923898497917,0,0.674444444444444,0.487777777777778,0.293333333333333,0.825561965588392,0.1773,0.373582766439909,0.222222222222222,0.199136276391555,0.209197475202885,0.428246013667426
"multiple-objective","0.25","900",63,0.308056284275514,0,0.674444444444444,0.487777777777778,0.291111111111111,0.825832472809808,0.1701,0.404029099048685,0.221238938053097,0.200770341839191,0.212698412698413,0.460762331838565
"multiple-objective","0.25","900",64,0.317311613360146,0,0.675555555555556,0.488888888888889,0.291111111111111,0.825446153511815,0.1684,0.405606407322654,0.219434306569343,0.197495183044316,0.215252707581227,0.429298642533937
"multiple-objective","0.25","900",65,0.313295076861083,0,0.673333333333333,0.487777777777778,0.29,0.827720513759443,0.1812,0.383428571428571,0.224011039558418,0.198099762470309,0.209057639524245,0.444817927170868
"multiple-objective","0.25","900",66,0.314284987896245,0,0.673333333333333,0.485555555555556,0.287777777777778,0.825198280092558,0.1652,0.427178899082569,0.220594965675057,0.200864968765017,0.211030082041933,0.452672605790646
"multiple-objective","0.25","900",67,0.312843350644079,0,0.672222222222222,0.487777777777778,0.292222222222222,0.825578134563666,0.1716,0.411798396334479,0.218065693430657,0.197101449275362,0.209438202247191,0.423316355404641
"multiple-objective","0.25","900",68,0.314459484886383,0,0.673333333333333,0.487777777777778,0.292222222222222,0.827879482879603,0.1824,0.387323943661972,0.223262032085562,0.198543689320388,0.209450249886415,0.465661641541039
"multiple-objective","0.25","900",69,0.303801356644857,0,0.674444444444444,0.488888888888889,0.29,0.824987553876709,0.1913,0.388321995464853,0.222171532846715,0.198643410852713,0.206645425580337,0.448681996634885
"multiple-objective","0.25","900",70,0.312343882015853,0,0.673333333333333,0.484444444444444,0.288888888888889,0.824801191915185,0.1698,0.414789139225881,0.22554347826087,0.197513151602104,0.207350272232305,0.437712344280861
"multiple-objective","0.25","900",71,0.315559279804885,0,0.676666666666667,0.485555555555556,0.293333333333333,0.82772661662146,0.1923,0.407683486238532,0.223571749887539,0.197881559942224,0.20656634746922,0.408394781622235
"multiple-objective","0.25","900",72,0.30813442233853,0,0.673333333333333,0.488888888888889,0.291111111111111,0.828519095262315,0.1625,0.40824392998306,0.2259242355089,0.197584541062802,0.208065994500458,0.418812989921613
"multiple-objective","0.25","900",73,0.310913937187027,0,0.673333333333333,0.485555555555556,0.293333333333333,0.826034156171775,0.1601,0.387224420576597,0.221062187925556,0.199806013579049,0.20806890299184,0.4875
"multiple-objective","0.25","900",74,0.312100500712532,0,0.673333333333333,0.487777777777778,0.293333333333333,0.825445458194289,0.1553,0.401625072547882,0.222323049001815,0.198288159771755,0.211791383219955,0.444759206798867
"multiple-objective","0.25","900",75,0.312148194462185,0,0.673333333333333,0.487777777777778,0.292222222222222,0.827852218658823,0.1722,0.438395415472779,0.224341507720254,0.200192492781521,0.211780575539568,0.437464306110794
"multiple-objective","0.25","900",76,0.307260596113276,0,0.673333333333333,0.486666666666667,0.291111111111111,0.828076356162555,0.1795,0.413521126760563,0.220881670533643,0.199616122840691,0.212950296397629,0.444506413831567
"multiple-objective","0.25","900",77,0.315669987569033,0,0.674444444444444,0.486666666666667,0.288888888888889,0.825719534127373,0.1697,0.398052691867125,0.225022914757104,0.200768491834774,0.206541218637993,0.427189988623436
"multiple-objective","0.25","900",78,0.31117633757886,0,0.673333333333333,0.486666666666667,0.292222222222222,0.827989703596077,0.1714,0.445135746606335,0.219714417319208,0.198543689320388,0.206604194556002,0.492613636363636
"multiple-objective","0.25","900",79,0.309989837893313,0,0.673333333333333,0.486666666666667,0.292222222222222,0.824942026946931,0.189,0.421082621082621,0.220808723307587,0.19730510105871,0.211764705882353,0.428246013667426
"multiple-objective","0.25","900",80,0.310266230816893,0,0.673333333333333,0.485555555555556,0.292222222222222,0.825628736572467,0.1703,0.396825396825397,0.225643382352941,0.197691197691198,0.207239819004525,0.439299830604178
"multiple-objective","0.25","900",81,0.311808000712793,0,0.672222222222222,0.486666666666667,0.292222222222222,0.824805941748102,0.1708,0.420158550396376,0.222014051522248,0.201317027281279,0.210453920220083,0.420200892857143
"multiple-objective","0.25","900",82,0.312194596883107,0,0.675555555555556,0.484444444444444,0.288888888888889,0.825045973963679,0.1729,0.399538106235566,0.227542179662563,0.196775723091513,0.205454545454545,0.427519818799547
"multiple-objective","0.25","900",83,0.31099628169609,0,0.674444444444444,0.487777777777778,0.291111111111111,0.828335712548571,0.1629,0.383050847457627,0.222727272727273,0.199125789218067,0.209809264305177,0.428490672696439
"multiple-objective","0.25","900",84,0.310488778438759,0,0.674444444444444,0.485555555555556,0.291111111111111,0.828280545556182,0.1706,0.372159090909091,0.222836095764273,0.2,0.204442429737081,0.428893905191874
"multiple-objective","0.25","900",85,0.315146494568809,0,0.673333333333333,0.488888888888889,0.292222222222222,0.827948658424495,0.1799,0.404109589041096,0.221047794117647,0.20106075216972,0.209532374100719,0.435174746335964
"multiple-objective","0.25","900",86,0.311638173978463,0,0.672222222222222,0.49,0.291111111111111,0.828110452465183,0.1691,0.413576725613234,0.223894208846329,0.199804592085979,0.223860589812332,0.448841153193895
"multiple-objective","0.25","900",87,0.313039762330672,0,0.675555555555556,0.486666666666667,0.29,0.825310409082877,0.1683,0.397458116695552,0.224137931034483,0.197210197210197,0.20907029478458,0.452554744525547
"multiple-objective","0.25","900",88,0.310295891890433,0,0.675555555555556,0.49,0.29,0.825569252052375,0.1759,0.402404121350887,0.227231740306582,0.197866149369544,0.207650273224044,0.425998874507597
"multiple-objective","0.25","900",89,0.31492657253881,0,0.676666666666667,0.485555555555556,0.291111111111111,0.828167228447801,0.1687,0.420045045045045,0.225671918443003,0.198465963566635,0.208703374777975,0.431712962962963
"multiple-objective","0.25","900",90,0.314384626024735,0,0.673333333333333,0.487777777777778,0.292222222222222,0.825413592786183,0.1756,0.383861671469741,0.221919054115507,0.197886647454371,0.215058611361587,0.444507361268403
"multiple-objective","0.25","900",91,0.312944068229119,0,0.674444444444444,0.486666666666667,0.288888888888889,0.828014774090812,0.1639,0.372526851328434,0.220472440944882,0.201248799231508,0.213548676536563,0.479273140261215
"multiple-objective","0.25","900",92,0.309177311048323,0,0.673333333333333,0.49,0.291111111111111,0.825466908282019,0.1703,0.389078498293515,0.219512195121951,0.199330783938815,0.206247129076711,0.448888888888889
"multiple-objective","0.25","900",93,0.309507466188594,0,0.676666666666667,0.485555555555556,0.292222222222222,0.82832201354139,0.1667,0.40522133938706,0.228899082568807,0.19894787183166,0.208277103013945,0.420871559633028
"multiple-objective","0.25","900",94,0.311585301365419,0,0.674444444444444,0.49,0.291111111111111,0.828390830965966,0.1768,0.414537194775696,0.222070223438213,0.19980694980695,0.218636363636364,0.39684329199549
"multiple-objective","0.25","900",95,0.31377900464658,0,0.674444444444444,0.486666666666667,0.288888888888889,0.828368546408099,0.1679,0.388633754305396,0.222929936305732,0.197876447876448,0.213934792317999,0.419096626643796
"multiple-objective","0.25","900",96,0.311148125668594,0,0.674444444444444,0.487777777777778,0.287777777777778,0.82568034762278,0.1703,0.42108229988726,0.229949003245248,0.197817836812144,0.205479452054795,0.433653303218521
"multiple-objective","0.25","900",97,0.312073619800918,0,0.673333333333333,0.487777777777778,0.291111111111111,0.82540278812657,0.1677,0.425531914893617,0.224729241877256,0.198086124401914,0.207024029574861,0.480737018425461
"multiple-objective","0.25","900",98,0.313631146225926,0,0.674444444444444,0.487777777777778,0.29,0.825240934849834,0.1725,0.431962941517082,0.226526891522334,0.200574437529919,0.209626630679262,0.471420486700623
"multiple-objective","0.25","900",99,0.312090879281823,0,0.673333333333333,0.487777777777778,0.288888888888889,0.828113202850008,0.1686,0.415869442881261,0.226291079812207,0.202448210922787,0.207040296433534,0.432596685082873
"multiple-objective","0.25","900",100,0.310430189743121,0,0.673333333333333,0.484444444444444,0.292222222222222,0.827801203496537,0.179,0.438387279954571,0.221861973135711,0.198095238095238,0.205776173285199,0.455215419501134
"multiple-objective","0.25","600",1,0.332826220717604,0,0.801666666666667,0.673333333333333,0.5,0.8333533512808,0.1788,0.390017411491584,0.233242753623188,0.20489443378119,0.227534307215582,0.519698725376593
"multiple-objective","0.25","600",2,0.33087313556634,0,0.801666666666667,0.668333333333333,0.501666666666667,0.833665861680538,0.1756,0.408,0.232558139534884,0.200570342205323,0.226174791392183,0.486329261198371
"multiple-objective","0.25","600",3,0.326982382461559,0,0.801666666666667,0.671666666666667,0.506666666666667,0.834150746666692,0.1822,0.422591743119266,0.23284537968893,0.202010531354715,0.221282279608192,0.463400576368876
"multiple-objective","0.25","600",4,0.328710272824393,0,0.801666666666667,0.67,0.503333333333333,0.836162185458655,0.1765,0.406701328711727,0.231779085559077,0.200762994754411,0.232735426008969,0.498557414887478
"multiple-objective","0.25","600",5,0.324998106760987,0,0.801666666666667,0.67,0.503333333333333,0.833650724798839,0.1916,0.423614997202015,0.235403151065802,0.201932367149758,0.225112107623318,0.486039886039886
"multiple-objective","0.25","600",6,0.329802602735108,0,0.801666666666667,0.675,0.506666666666667,0.834090699885483,0.193,0.409714285714286,0.236169223616922,0.202062822315987,0.22790489008524,0.442717328727691
"multiple-objective","0.25","600",7,0.326084946112467,0,0.801666666666667,0.67,0.501666666666667,0.833644459489805,0.1837,0.412280701754386,0.246519982038617,0.203535594839943,0.226583407671722,0.439814814814815
"multiple-objective","0.25","600",8,0.333785420307915,0,0.801666666666667,0.671666666666667,0.501666666666667,0.836490251377061,0.175,0.404733727810651,0.238718411552347,0.201408450704225,0.230907457322552,0.468929804372842
"multiple-objective","0.25","600",9,0.332275389811378,0,0.801666666666667,0.671666666666667,0.501666666666667,0.833718688445476,0.1792,0.420717592592593,0.224862888482633,0.201513718070009,0.23136014460009,0.480933409220262
"multiple-objective","0.25","600",10,0.333562195132268,0,0.801666666666667,0.671666666666667,0.501666666666667,0.835877416373796,0.1893,0.413649851632047,0.237432675044883,0.208666980687706,0.233690795352994,0.42468134414832
"multiple-objective","0.25","600",11,0.328994137171571,0,0.801666666666667,0.67,0.506666666666667,0.836032673344577,0.1817,0.439052570768342,0.232738911751257,0.201040681173132,0.229936880072137,0.461142857142857
"multiple-objective","0.25","600",12,0.332425355218765,0,0.801666666666667,0.67,0.503333333333333,0.833242084110539,0.1889,0.44882790165809,0.244014732965009,0.201043148411569,0.225282167042889,0.512820512820513
"multiple-objective","0.25","600",13,0.327631209751816,0,0.801666666666667,0.67,0.501666666666667,0.833579310780291,0.1787,0.421264367816092,0.233333333333333,0.20038443056223,0.232158988256549,0.525633802816901
"multiple-objective","0.25","600",14,0.326310128147979,0,0.801666666666667,0.668333333333333,0.506666666666667,0.836352488347133,0.1786,0.404610951008646,0.241013824884793,0.201323251417769,0.228711547035221,0.471198156682028
"multiple-objective","0.25","600",15,0.333836755177556,0,0.801666666666667,0.67,0.498333333333333,0.833592806322314,0.1772,0.437062937062937,0.239288969917958,0.201405152224824,0.224598930481283,0.472822910578609
"multiple-objective","0.25","600",16,0.330012971832034,0,0.801666666666667,0.675,0.501666666666667,0.833873817904897,0.1698,0.393375944218478,0.235429095915558,0.200561009817672,0.22791519434629,0.4979375368297
"multiple-objective","0.25","600",17,0.32689571600291,0,0.801666666666667,0.673333333333333,0.506666666666667,0.836554190535276,0.18,0.383577052868391,0.232914923291492,0.201435406698565,0.227252552152685,0.495949074074074
"multiple-objective","0.25","600",18,0.331451552907395,0,0.801666666666667,0.67,0.501666666666667,0.83354199286928,0.1848,0.398605461940732,0.253533971728226,0.201038225578103,0.225100491290755,0.496527777777778
"multiple-objective","0.25","600",19,0.327175308520687,0,0.801666666666667,0.671666666666667,0.496666666666667,0.833283019415403,0.1905,0.420533642691415,0.239140374942844,0.201038225578103,0.234205776173285,0.460661345496009
"multiple-objective","0.25","600",20,0.327477757896663,0,0.801666666666667,0.671666666666667,0.503333333333333,0.836644855734829,0.1866,0.407105416423995,0.237113402061856,0.201918465227818,0.22192151556157,0.456571428571429
"multiple-objective","0.25","600",21,0.332248180240222,0,0.801666666666667,0.671666666666667,0.505,0.834097108521012,0.1841,0.395321637426901,0.235557545902373,0.201729106628242,0.225892857142857,0.497982708933718
"multiple-objective","0.25","600",22,0.329445988903109,0,0.801666666666667,0.671666666666667,0.501666666666667,0.833440851212649,0.1954,0.405311778290993,0.239763421292084,0.200386286817962,0.229450549450549,0.476798143851508
"multiple-objective","0.25","600",23,0.326668478786163,0,0.801666666666667,0.67,0.505,0.83341396619342,0.1871,0.377402446126966,0.227086183310534,0.202087286527514,0.226406734603456,0.500869565217391
"multiple-objective","0.25","600",24,0.329984245896374,0,0.8,0.671666666666667,0.505,0.835896851008971,0.1842,0.408904510837727,0.235899731423456,0.201133144475921,0.224965706447188,0.485746864310148
"multiple-objective","0.25","600",25,0.331551971525756,0,0.801666666666667,0.673333333333333,0.501666666666667,0.833925761059443,0.1823,0.392691415313225,0.234389140271493,0.201152184349496,0.229268292682927,0.464699074074074
"multiple-objective","0.25","600",26,0.333041635810341,0,0.801666666666667,0.67,0.506666666666667,0.835913520875183,0.1969,0.381419503750721,0.236148955495005,0.204523580365736,0.226808699511762,0.459054209919262
"multiple-objective","0.25","600",27,0.326896328198511,0,0.801666666666667,0.673333333333333,0.505,0.83341569483543,0.1852,0.436821040594626,0.236951501154734,0.202062822315987,0.228532485233985,0.513127853881279
"multiple-objective","0.25","600",28,0.327923264307955,0,0.803333333333333,0.671666666666667,0.501666666666667,0.833584188875043,0.1837,0.432448036951501,0.246336996336996,0.201411764705882,0.221100917431193,0.487352445193929
"multiple-objective","0.25","600",29,0.326804678788687,0,0.801666666666667,0.67,0.503333333333333,0.833465511755209,0.1863,0.449341728677733,0.237396883593034,0.20009573958832,0.23042304230423,0.480113636363636
"multiple-objective","0.25","600",30,0.32527199925244,0,0.801666666666667,0.67,0.503333333333333,0.836324025705043,0.1742,0.431044431621466,0.238224637681159,0.204150579150579,0.223766816143498,0.464428002276608
"multiple-objective","0.25","600",31,0.328108169584743,0,0.801666666666667,0.67,0.503333333333333,0.833911722238807,0.174,0.405813953488372,0.237516869095816,0.200943396226415,0.223934723481414,0.488734835355286
"multiple-objective","0.25","600",32,0.323731049547445,0,0.801666666666667,0.671666666666667,0.508333333333333,0.834227705412658,0.1778,0.416619237336369,0.242576518958428,0.202220077220077,0.22583559168925,0.467194570135747
"multiple-objective","0.25","600",33,0.329689826745276,0,0.801666666666667,0.671666666666667,0.501666666666667,0.83643437070179,0.1725,0.40046565774156,0.227807971014493,0.2,0.230493273542601,0.45945945945946
"multiple-objective","0.25","600",34,0.328442531643958,0,0.8,0.67,0.505,0.836112531119245,0.1815,0.414962010520164,0.242889390519187,0.200766650694777,0.228054298642534,0.495779403489026
"multiple-objective","0.25","600",35,0.333135080299563,0,0.801666666666667,0.67,0.5,0.836422233741761,0.1793,0.453501722158439,0.23955943093162,0.202193609918932,0.225277161862528,0.455703532136653
"multiple-objective","0.25","600",36,0.332612260478605,0,0.801666666666667,0.671666666666667,0.508333333333333,0.833983640978382,0.1792,0.388696655132641,0.238765320018157,0.201909307875895,0.226950354609929,0.451518691588785
"multiple-objective","0.25","600",37,0.327818823261521,0,0.801666666666667,0.673333333333333,0.503333333333333,0.834057729525999,0.1818,0.374709976798144,0.231468849477035,0.201415094339623,0.227561196736174,0.448886350656768
"multiple-objective","0.25","600",38,0.331474330116493,0,0.801666666666667,0.671666666666667,0.505,0.833622792603807,0.1804,0.417386298215314,0.231970601745521,0.201323251417769,0.221876389506447,0.492736780941313
"multiple-objective","0.25","600",39,0.326399304583297,0,0.801666666666667,0.67,0.503333333333333,0.836109478132826,0.1829,0.426934097421203,0.246753246753247,0.201033348990136,0.221972084646556,0.463121783876501
"multiple-objective","0.25","600",40,0.327193434906466,0,0.801666666666667,0.675,0.505,0.833986624195041,0.1754,0.385283893395133,0.237141556668184,0.200188412623646,0.230072463768116,0.502863688430699
"multiple-objective","0.25","600",41,0.329217356619689,0,0.801666666666667,0.67,0.501666666666667,0.836315993343614,0.1894,0.41753774680604,0.237403540626419,0.201692524682652,0.226158038147139,0.448453608247423
"multiple-objective","0.25","600",42,0.327793630104993,0,0.801666666666667,0.676666666666667,0.505,0.83620690629987,0.1906,0.402522935779817,0.247706422018349,0.202561669829222,0.228304405874499,0.454386984311447
"multiple-objective","0.25","600",43,0.331632756989824,0,0.8,0.668333333333333,0.5,0.833211919007135,0.1863,0.434202898550725,0.240274599542334,0.201228153046764,0.224443434802363,0.498871331828442
"multiple-objective","0.25","600",44,0.328322297556519,0,0.803333333333333,0.67,0.5,0.834099110316364,0.1839,0.405627198124267,0.23202170963365,0.201900237529691,0.224878264718902,0.45956951716114
"multiple-objective","0.25","600",45,0.327910392547738,0,0.801666666666667,0.673333333333333,0.506666666666667,0.834360726912762,0.1866,0.412435824301198,0.232611699677568,0.201231060606061,0.223960661600358,0.472495657209033
"multiple-objective","0.25","600",46,0.331345149209251,0,0.801666666666667,0.671666666666667,0.501666666666667,0.836141742896329,0.1882,0.394009216589862,0.248288452761296,0.202092249167855,0.226583407671722,0.515625
"multiple-objective","0.25","600",47,0.33466590310811,0,0.801666666666667,0.671666666666667,0.498333333333333,0.83409772126844,0.1728,0.365825014679977,0.238610735227785,0.201415094339623,0.225201072386059,0.480836236933798
"multiple-objective","0.25","600",48,0.33026320882467,0,0.801666666666667,0.671666666666667,0.503333333333333,0.834315042630272,0.1633,0.385060799073538,0.244656662119145,0.201138519924099,0.225112107623318,0.487903225806452
"multiple-objective","0.25","600",49,0.331437244165437,0,0.801666666666667,0.671666666666667,0.501666666666667,0.834260574255191,0.1702,0.380453752181501,0.241797752808989,0.201149425287356,0.23373710183939,0.521564117308798
"multiple-objective","0.25","600",50,0.328272128141074,0,0.803333333333333,0.67,0.506666666666667,0.836559800087713,0.1714,0.426751592356688,0.248975876194811,0.200846660395108,0.223080417991822,0.469411092052602
"multiple-objective","0.25","600",51,0.331232173595485,0,0.801666666666667,0.671666666666667,0.501666666666667,0.836304855445016,0.1884,0.429565217391304,0.231185218566922,0.200762994754411,0.225907664724339,0.455439814814815
"multiple-objective","0.25","600",52,0.330217495997131,0,0.803333333333333,0.671666666666667,0.503333333333333,0.833730876767234,0.1896,0.414049114791548,0.246902248737953,0.200762994754411,0.22787610619469,0.476941039112668
"multiple-objective","0.25","600",53,0.328020377656033,0,0.801666666666667,0.673333333333333,0.501666666666667,0.83346806642514,0.1826,0.413654618473896,0.239170506912442,0.20199146514936,0.221418888386805,0.475354107648725
"multiple-objective","0.25","600",54,0.330323712487753,0,0.801666666666667,0.671666666666667,0.503333333333333,0.835852124862121,0.1879,0.412173913043478,0.234432234432234,0.20188679245283,0.238372093023256,0.462824207492795
"multiple-objective","0.25","600",55,0.328740293803507,0,0.801666666666667,0.675,0.503333333333333,0.833633366926775,0.1791,0.423650975889782,0.235590118938701,0.200947867298578,0.225849731663685,0.501158748551564
"multiple-objective","0.25","600",56,0.33080182847489,0,0.8,0.671666666666667,0.503333333333333,0.833886673134359,0.1652,0.430804863925883,0.239189189189189,0.202507232401157,0.224911971830986,0.466900995899238
"multiple-objective","0.25","600",57,0.328117676556949,0,0.805,0.67,0.501666666666667,0.833633184267744,0.1894,0.423121387283237,0.240715268225585,0.20114122681883,0.228622064687638,0.511856564488143
"multiple-objective","0.25","600",58,0.332480000001844,0,0.8,0.668333333333333,0.501666666666667,0.833239765026125,0.1768,0.401288810779145,0.240540540540541,0.200954653937947,0.230292294065545,0.465697674418605
"multiple-objective","0.25","600",59,0.327890362775438,0,0.8,0.671666666666667,0.505,0.833587404061128,0.1879,0.415569547796222,0.229493087557604,0.201605288007554,0.229552643470402,0.509703196347032
"multiple-objective","0.25","600",60,0.333234916899002,0,0.801666666666667,0.67,0.496666666666667,0.835336945845436,0.1858,0.415294117647059,0.241957408246488,0.201035781544256,0.224223322827555,0.531464530892448
"multiple-objective","0.25","600",61,0.332722668328012,0,0.8,0.67,0.501666666666667,0.833217296091444,0.184,0.428320655354008,0.223684210526316,0.201138519924099,0.228546020453535,0.515028901734104
"multiple-objective","0.25","600",62,0.330291205654428,0,0.8,0.671666666666667,0.506666666666667,0.836313993353342,0.1918,0.405137186223001,0.23372513562387,0.201138519924099,0.225225225225225,0.456783056668575
"multiple-objective","0.25","600",63,0.32937746097337,0,0.8,0.671666666666667,0.503333333333333,0.83633027694282,0.1741,0.394797687861272,0.236770072992701,0.201704545454545,0.221723518850987,0.48331415420023
"multiple-objective","0.25","600",64,0.327962547418344,0,0.801666666666667,0.673333333333333,0.503333333333333,0.834262265889246,0.1891,0.392134181607866,0.246594005449591,0.201724964063249,0.229864253393665,0.461060948081264
"multiple-objective","0.25","600",65,0.329949065237572,0,0.801666666666667,0.67,0.501666666666667,0.835640199989021,0.1898,0.423529411764706,0.233303249097473,0.201233981964879,0.225849139832378,0.52046783625731
"multiple-objective","0.25","600",66,0.328753834928773,0,0.803333333333333,0.673333333333333,0.501666666666667,0.834013135557135,0.1791,0.380241240666284,0.233470132238942,0.202273803884415,0.226457399103139,0.467246376811594
"multiple-objective","0.25","600",67,0.329068096900168,0,0.801666666666667,0.673333333333333,0.505,0.834179799725375,0.1786,0.399311531841652,0.23789764868603,0.202062822315987,0.225996376811594,0.461362335432169
"multiple-objective","0.25","600",68,0.329798807833828,0,0.801666666666667,0.671666666666667,0.503333333333333,0.83425672394218,0.1729,0.433582518688902,0.239707227813358,0.201143946615825,0.225033288948069,0.458816705336427
"multiple-objective","0.25","600",69,0.327364957434264,0,0.8,0.671666666666667,0.501666666666667,0.833102174563264,0.1882,0.425519630484988,0.249886415265788,0.205238095238095,0.224370503597122,0.483075157773953
"multiple-objective","0.25","600",70,0.327567175273323,0,0.8,0.67,0.506666666666667,0.833606113807113,0.1747,0.383902721482339,0.235294117647059,0.202483285577841,0.228260869565217,0.481544576944918
"multiple-objective","0.25","600",71,0.330964948871877,0,0.801666666666667,0.67,0.498333333333333,0.833494795054187,0.1919,0.43768115942029,0.236770072992701,0.201704545454545,0.230425055928412,0.491935483870968
"multiple-objective","0.25","600",72,0.331212009287568,0,0.801666666666667,0.67,0.501666666666667,0.836169602032329,0.1822,0.401053864168618,0.234367971210076,0.202567760342368,0.223914017017465,0.455856895556838
"multiple-objective","0.25","600",73,0.327994564300808,0,0.801666666666667,0.671666666666667,0.503333333333333,0.836888379623785,0.1803,0.402522935779817,0.234972677595628,0.202870813397129,0.228157537347216,0.522998296422487
"multiple-objective","0.25","600",74,0.328619244169776,0,0.801666666666667,0.671666666666667,0.503333333333333,0.833862481389245,0.1859,0.41273450824332,0.238938053097345,0.203607024205031,0.22615315718764,0.449828962371722
"multiple-objective","0.25","600",75,0.328594084162683,0,0.801666666666667,0.673333333333333,0.505,0.836531973189025,0.181,0.390229885057471,0.241616903996325,0.204311152764761,0.222371967654987,0.473592571096924
"multiple-objective","0.25","600",76,0.324502656300655,0,0.801666666666667,0.67,0.505,0.834118874435602,0.1818,0.430219146482122,0.256036446469248,0.201335877862595,0.224572457245725,0.477467199087279
"multiple-objective","0.25","600",77,0.325793953174068,0,0.801666666666667,0.675,0.505,0.834634758555373,0.1842,0.411597498578738,0.239540229885057,0.200862895493768,0.229222520107239,0.425373134328358
"multiple-objective","0.25","600",78,0.33245468234815,0,0.8,0.666666666666667,0.501666666666667,0.833296163283374,0.1864,0.413450292397661,0.235960144927536,0.204158790170132,0.228212039532794,0.457471264367816
"multiple-objective","0.25","600",79,0.323765402703064,0,0.801666666666667,0.675,0.501666666666667,0.834555679649871,0.1863,0.37379466817924,0.232579603137979,0.200568990042674,0.223880597014925,0.425714285714286
"multiple-objective","0.25","600",80,0.328647729870773,0,0.803333333333333,0.671666666666667,0.501666666666667,0.833743129085031,0.1826,0.408855664174813,0.245308924485126,0.203624225083453,0.224175824175824,0.488262910798122
"multiple-objective","0.25","600",81,0.328897994284477,0,0.801666666666667,0.671666666666667,0.503333333333333,0.833245952215514,0.1908,0.429804372842348,0.232902033271719,0.202067669172932,0.232537178909419,0.485436893203884
"multiple-objective","0.25","600",82,0.329676337579957,0,0.801666666666667,0.671666666666667,0.505,0.836697587602826,0.173,0.402453271028037,0.244274809160305,0.201149425287356,0.224261414503133,0.443933294997125
"multiple-objective","0.25","600",83,0.328459246026075,0,0.803333333333333,0.668333333333333,0.505,0.836008111026421,0.1783,0.427990708478513,0.247506799637353,0.201326385599242,0.232827832292596,0.527050610820244
"multiple-objective","0.25","600",84,0.328413437414998,0,0.801666666666667,0.671666666666667,0.505,0.83416966613504,0.1767,0.394060536836094,0.242956120092379,0.201040681173132,0.220575022461815,0.483371559633028
"multiple-objective","0.25","600",85,0.331320052927227,0,0.801666666666667,0.67,0.501666666666667,0.83598953820275,0.1805,0.463286713286713,0.243292405638927,0.201228153046764,0.226775956284153,0.503950338600451
